"","Last Interglacial","Last Glacial Max","Holocene","93-2011 Trend"
"1",6.52607259478791,-18.7573032917224,-4.67196543125584,0.668854347118552
"2",6.19103173592655,-24.6324073275727,-3.23889365859081,-0.128363635919152
"3",3.24020278285516,-18.0683007066739,-3.85267371646621,0.804605014818752
"4",5.2791647684854,-24.2032269691202,-4.26015595331401,-0.568893611246136
"5",5.39982399345266,-17.1259845029094,-1.66694240932187,-0.0925609063179717
"6",2.74750815522709,-18.607674330158,-4.92461038614566,-0.145711433929768
"7",5.14001427249164,-20.2593470996214,-5.15044460721453,0.50827967123331
"8",5.87876652459377,-19.6787370608028,-3.82448447647158,0.5937696704712
"9",5.40585052109559,-22.3632854414788,-4.07205432256246,-0.0264469872859957
"10",2.0832645970457,-18.7258619228154,-2.22716248750804,0.106002893432216
"11",3.12052834859235,-10.4087696031099,-2.22947115818502,-0.289683195939285
"12",0.926408152155801,-13.6519376675577,-2.64796900328541,0.0968019589861852
"13",3.88997638827127,-15.7561515156427,-4.26692095725829,-0.20007330518023
"14",2.3251898040549,-13.2171505632279,-3.38382179595349,-0.94109015417815
"15",2.56425741929416,-15.4777642400785,-2.65618101959076,-1.24599090669916
"16",2.88217746597963,-10.2075268545818,-3.01558516819211,0.633966351803708
"17",5.38977468367585,-27.8068940895253,-5.78186081989227,0.404623749040888
"18",3.01154379213578,-19.281569785646,-5.25434728469178,0.124502642872943
"19",2.06931296521337,-10.9487197945425,-3.12619265305941,-0.686827743714992
"20",8.22790939046895,-24.1460197291647,-4.46065090329109,-0.956551865816898
"21",7.3010869452336,-33.3111014559946,-3.89570378704674,-0.172920270091033
"22",3.49298267745184,-15.9082422923791,-3.06718720391402,0.177027976328787
"23",2.88573694347214,-16.6361746443526,-3.67792336840947,-0.0892860577500906
"24",3.74394772827738,-11.4138806548936,-1.97853421890667,-0.982945509986851
"25",2.34787010673254,-11.8809981184514,-2.13345474452122,1.18958033580516
"26",4.77399843024475,-21.4485803455487,-2.27141452715265,0.410140372215833
"27",3.20407842006798,-16.7694840833276,-2.18221297306562,0.979049620758726
"28",2.92598545062206,-20.6937739359002,-1.9668867742734,-0.201118282955181
"29",3.00988366070089,-16.1017946490733,0.116017250197083,-0.425066810969884
"30",4.59137995402137,-17.5772952024431,-4.13673784898581,0.148128109179763
"31",7.32251633747092,-33.1820321933198,-6.22953009021592,0.177184693809702
"32",3.94013839362637,-12.9708221932749,-4.70265207688585,1.11070165223291
"33",3.43468932772873,-17.2588568306043,-2.39547177906869,0.383406771228964
"34",0.874375619680157,-15.4015581026745,-3.16953672831374,-1.58091074409065
"35",5.98026992328881,-23.0204785239833,-6.73445074132223,-0.914519658715487
"36",3.51702517555128,-17.1194637523705,-2.16393270165966,-0.951224182836532
"37",1.9256114176591,-20.1616744438702,-3.31278931716019,2.11112233612675
"38",2.96638479773847,-17.4893231952435,-1.63132818978269,-0.867059208816096
"39",4.30609164023652,-18.6163626489299,-1.78300823866686,0.81338104022509
"40",5.72645626583835,-18.7945534853491,-4.93470418961153,0.334505299725145
"41",3.80232437389944,-15.1298917112035,-2.79912107569043,-0.29318862253254
"42",6.84836014812507,-20.9861658490348,-5.8518463767937,-0.80455154334666
"43",2.4105378715089,-11.4534284710698,-2.62134309135817,-1.09595688197254
"44",4.02895526635349,-16.7168103843746,-3.63181328441058,-1.88058390230275
"45",2.59262559917797,-16.970722084548,-2.83540557877732,-1.27442113972767
"46",4.65967290533279,-19.1552568711337,-3.2333071323807,-0.743959746129817
"47",3.83911913194231,-22.6572394768742,-6.19117040044982,-0.109717810438224
"48",5.192494575251,-29.0292002796814,-2.44381063800223,1.40816322666647
"49",6.92086532940797,-29.5163252559769,-2.53061920544502,-1.13071795644843
"50",4.08310029427476,-16.2003174080348,-3.89084858429653,-0.399144562605805
"51",5.16361299114743,-16.7778249190583,-4.75277828301399,-1.310698624277
"52",2.85500109046986,-16.9428387343822,-2.06393839329646,0.0316872525311866
"53",2.97979849806088,-17.4974397136607,-2.17033904023977,0.144868509245475
"54",6.43937185397426,-25.0329149294814,-8.42081094687938,1.27955658979374
"55",2.66155934354943,-18.3790486033449,-0.593941813648871,0.970152553629541
